Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Updated Regression,,,,2023-02-06 12:57:27,2023-02-06 13:00:14,2m - 46.311s,FAILED
,,,,,,,
Test Cases/Regression/LookUps/SL-01 First Intro Screen,,,,2023-02-06 12:57:27,2023-02-06 12:57:56,28.742s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-06 12:57:28,2023-02-06 12:57:28,0.008s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2023-02-06 12:57:28,2023-02-06 12:57:47,18.788s,PASSED
"if (waitForElementPresent(logo, 10))",,,,2023-02-06 12:57:47,2023-02-06 12:57:56,9.343s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-06 12:57:56,2023-02-06 12:57:56,0.003s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-02 Second Intro Screen,,,,2023-02-06 12:57:56,2023-02-06 12:58:00,3.909s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-06 12:57:57,2023-02-06 12:57:57,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-06 12:57:57,2023-02-06 12:58:00,3.368s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-06 12:58:00,2023-02-06 12:58:00,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-03 Third Intro Screen,,,,2023-02-06 12:58:00,2023-02-06 12:58:04,3.834s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-06 12:58:00,2023-02-06 12:58:00,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-06 12:58:01,2023-02-06 12:58:04,3.402s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-06 12:58:04,2023-02-06 12:58:04,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-04 Sign In Selection,,,,2023-02-06 12:58:04,2023-02-06 12:58:06,2.015s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-06 12:58:04,2023-02-06 12:58:04,0.002s,PASSED
"if (waitForElementPresent(F_lbl_text, 10))",,,,2023-02-06 12:58:04,2023-02-06 12:58:06,1.739s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-06 12:58:06,2023-02-06 12:58:06,0.003s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-05 Phone Number Enter Screen,,,,2023-02-06 12:58:06,2023-02-06 12:58:17,11.378s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-06 12:58:06,2023-02-06 12:58:06,0.001s,PASSED
