Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-06-29 15:48:39,2022-06-29 15:57:35,8m - 56.102s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-06-29 15:48:39,2022-06-29 15:48:59,20.274s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-06-29 15:48:40,2022-06-29 15:48:53,13.280s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-29 15:48:53,2022-06-29 15:48:59,6.297s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-06-29 15:48:59,2022-06-29 15:49:03,3.331s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-29 15:49:00,2022-06-29 15:49:03,2.815s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-06-29 15:49:03,2022-06-29 15:49:08,4.731s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-06-29 15:49:03,2022-06-29 15:49:08,4.341s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-06-29 15:49:08,2022-06-29 15:49:11,3.029s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-29 15:49:08,2022-06-29 15:49:11,2.711s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-06-29 15:49:11,2022-06-29 15:49:26,15.256s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:49:11,2022-06-29 15:49:26,14.718s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-06-29 15:49:26,2022-06-29 15:50:04,38.525s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-29 15:49:26,2022-06-29 15:50:04,38.212s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-06-29 15:50:04,2022-06-29 15:50:13,8.199s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-06-29 15:50:05,2022-06-29 15:50:13,7.482s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-06-29 15:50:13,2022-06-29 15:50:16,3.018s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-06-29 15:50:13,2022-06-29 15:50:16,2.696s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-06-29 15:50:16,2022-06-29 15:50:25,9.155s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-06-29 15:50:16,2022-06-29 15:50:25,8.635s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-06-29 15:50:25,2022-06-29 15:50:40,15.014s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:50:25,2022-06-29 15:50:40,14.486s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-06-29 15:50:40,2022-06-29 15:50:49,9.025s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:50:40,2022-06-29 15:50:49,8.617s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-06-29 15:51:20,2022-06-29 15:51:36,15.947s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-06-29 15:51:20,2022-06-29 15:51:36,15.680s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-06-29 15:51:36,2022-06-29 15:51:40,4.114s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:51:36,2022-06-29 15:51:40,3.741s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity,,,,2022-06-29 15:51:40,2022-06-29 15:51:59,19.805s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:51:40,2022-06-29 15:51:59,19.069s,PASSED
,,,,,,,
Test Cases/testing/Religion,,,,2022-06-29 15:51:59,2022-06-29 15:52:17,17.990s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:52:00,2022-06-29 15:52:17,16.978s,PASSED
,,,,,,,
Test Cases/testing/Relationship,,,,2022-06-29 15:52:17,2022-06-29 15:52:28,10.311s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:52:18,2022-06-29 15:52:28,9.750s,PASSED
,,,,,,,
Test Cases/testing/Family Plan,,,,2022-06-29 15:52:28,2022-06-29 15:52:45,17.691s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:52:28,2022-06-29 15:52:45,17.043s,PASSED
,,,,,,,
Test Cases/testing/Education,,,,2022-06-29 15:52:45,2022-06-29 15:53:00,14.269s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:52:46,2022-06-29 15:53:00,13.585s,PASSED
,,,,,,,
Test Cases/testing/Vices,,,,2022-06-29 15:53:03,2022-06-29 15:53:04,1.008s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:53:03,2022-06-29 15:53:04,0.714s,FAILED
,,,,,,,
Test Cases/testing/Politices,,,,2022-06-29 15:54:06,2022-06-29 15:54:27,20.594s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-06-29 15:54:06,2022-06-29 15:54:27,20.335s,PASSED
,,,,,,,
Test Cases/testing/Gallery,,,,2022-06-29 15:56:43,2022-06-29 15:57:35,52.161s,FAILED
"if (waitForElementPresent(Gallery_Icon, 30))",,,,2022-06-29 15:56:43,2022-06-29 15:57:35,51.803s,PASSED
