Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-20 14:04:41,2022-09-20 14:06:20,1m - 38.826s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-20 14:04:42,2022-09-20 14:05:11,29.064s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-20 14:04:43,2022-09-20 14:04:58,15.458s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-20 14:04:58,2022-09-20 14:05:11,12.407s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-20 14:05:11,2022-09-20 14:05:13,1.891s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-20 14:05:11,2022-09-20 14:05:13,1.415s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-20 14:05:16,2022-09-20 14:05:21,4.888s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-20 14:05:16,2022-09-20 14:05:21,4.569s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-20 14:05:21,2022-09-20 14:05:38,16.687s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:21,2022-09-20 14:05:38,16.152s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-20 14:05:38,2022-09-20 14:05:40,2.957s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:38,2022-09-20 14:05:40,2.345s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-20 14:05:40,2022-09-20 14:05:43,2.269s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-20 14:05:41,2022-09-20 14:05:43,1.607s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-20 14:05:43,2022-09-20 14:05:45,2.414s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:43,2022-09-20 14:05:45,2.091s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity,,,,2022-09-20 14:05:45,2022-09-20 14:05:49,3.383s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:46,2022-09-20 14:05:49,2.547s,PASSED
,,,,,,,
Test Cases/testing/Religion,,,,2022-09-20 14:05:49,2022-09-20 14:05:52,3.571s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:49,2022-09-20 14:05:52,2.714s,PASSED
,,,,,,,
Test Cases/testing/Relationship,,,,2022-09-20 14:05:52,2022-09-20 14:05:56,3.424s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:53,2022-09-20 14:05:56,2.766s,PASSED
,,,,,,,
Test Cases/testing/Family Plan,,,,2022-09-20 14:05:56,2022-09-20 14:06:01,5.211s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:05:56,2022-09-20 14:06:01,4.425s,PASSED
,,,,,,,
Test Cases/testing/Education,,,,2022-09-20 14:06:01,2022-09-20 14:06:05,3.799s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:06:01,2022-09-20 14:06:05,3.329s,PASSED
,,,,,,,
Test Cases/testing/Vices,,,,2022-09-20 14:06:05,2022-09-20 14:06:13,8.103s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:06:05,2022-09-20 14:06:13,7.620s,PASSED
,,,,,,,
Test Cases/testing/Politices,,,,2022-09-20 14:06:13,2022-09-20 14:06:20,7.389s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 14:06:13,2022-09-20 14:06:20,6.849s,PASSED
