Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-20 15:52:27,2022-09-20 15:53:54,1m - 27.014s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-20 15:52:27,2022-09-20 15:52:47,19.713s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-20 15:52:29,2022-09-20 15:52:39,10.494s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-20 15:52:39,2022-09-20 15:52:47,7.985s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-20 15:52:47,2022-09-20 15:52:50,3.201s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-20 15:52:48,2022-09-20 15:52:50,2.713s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-20 15:52:50,2022-09-20 15:52:59,8.852s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-20 15:52:51,2022-09-20 15:52:59,8.045s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-20 15:52:59,2022-09-20 15:53:11,12.122s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:00,2022-09-20 15:53:11,11.496s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-20 15:53:11,2022-09-20 15:53:14,2.817s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:12,2022-09-20 15:53:14,2.195s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-20 15:53:14,2022-09-20 15:53:17,3.018s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-20 15:53:15,2022-09-20 15:53:17,2.368s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-20 15:53:17,2022-09-20 15:53:20,2.810s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:18,2022-09-20 15:53:20,2.495s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity,,,,2022-09-20 15:53:20,2022-09-20 15:53:24,3.835s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:21,2022-09-20 15:53:24,3.020s,PASSED
,,,,,,,
Test Cases/testing/Religion,,,,2022-09-20 15:53:24,2022-09-20 15:53:27,3.292s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:25,2022-09-20 15:53:27,2.454s,PASSED
,,,,,,,
Test Cases/testing/Relationship,,,,2022-09-20 15:53:27,2022-09-20 15:53:30,3.042s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:28,2022-09-20 15:53:30,2.402s,PASSED
,,,,,,,
Test Cases/testing/Family Plan,,,,2022-09-20 15:53:30,2022-09-20 15:53:36,5.977s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:31,2022-09-20 15:53:36,5.124s,PASSED
,,,,,,,
Test Cases/testing/Education,,,,2022-09-20 15:53:36,2022-09-20 15:53:39,2.971s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:37,2022-09-20 15:53:39,2.472s,PASSED
,,,,,,,
Test Cases/testing/Vices,,,,2022-09-20 15:53:39,2022-09-20 15:53:51,11.888s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:40,2022-09-20 15:53:51,11.369s,PASSED
,,,,,,,
Test Cases/testing/Politices,,,,2022-09-20 15:53:51,2022-09-20 15:53:54,3.067s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 15:53:52,2022-09-20 15:53:54,2.618s,PASSED
