Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-19 11:52:35,2022-09-19 11:53:43,1m - 8.278s,ERROR
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-19 11:52:35,2022-09-19 11:53:01,26.316s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-19 11:52:36,2022-09-19 11:52:51,14.893s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-19 11:52:51,2022-09-19 11:53:01,10.310s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-19 11:53:01,2022-09-19 11:53:03,1.926s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-19 11:53:02,2022-09-19 11:53:03,1.497s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-19 11:53:07,2022-09-19 11:53:11,4.622s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-19 11:53:07,2022-09-19 11:53:11,4.321s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-19 11:53:11,2022-09-19 11:53:23,11.254s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-19 11:53:12,2022-09-19 11:53:23,10.753s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-19 11:53:23,2022-09-19 11:53:28,5.278s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-19 11:53:23,2022-09-19 11:53:28,4.823s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-19 11:53:28,2022-09-19 11:53:35,6.898s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-19 11:53:29,2022-09-19 11:53:35,6.388s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-19 11:53:35,2022-09-19 11:53:37,2.489s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-19 11:53:35,2022-09-19 11:53:37,2.192s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-19 11:53:42,2022-09-19 11:53:43,1.107s,ERROR
androidDriver = getDriver(),,,,2022-09-19 11:53:42,2022-09-19 11:53:42,0.000s,PASSED
driver = getDriver(),,,,2022-09-19 11:53:42,2022-09-19 11:53:42,0.001s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-19 11:53:42,2022-09-19 11:53:42,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-19 11:53:42,2022-09-19 11:53:43,0.660s,PASSED
