Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-04-21 15:01:11,2022-04-21 15:15:35,14m - 23.934s,FAILED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-04-21 15:01:12,2022-04-21 15:01:45,33.322s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-04-21 15:01:12,2022-04-21 15:01:34,21.419s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/SPOT""), 15)",,,,2022-04-21 15:01:34,2022-04-21 15:01:41,7.229s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/heart icon""), 15)",,,,2022-04-21 15:01:41,2022-04-21 15:01:42,0.628s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/LOVE label text""), 15)",,,,2022-04-21 15:01:42,2022-04-21 15:01:42,0.671s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/AT FIRST SIGHT label text""), 15)",,,,2022-04-21 15:01:42,2022-04-21 15:01:43,0.631s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/Privacy Policy label text""), 15)",,,,2022-04-21 15:01:43,2022-04-21 15:01:44,0.635s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/MATCHMAKERS label text""), 15)",,,,2022-04-21 15:01:44,2022-04-21 15:01:44,0.648s,PASSED
"tap(findTestObject(""Use Phone Number Screen/usePhoneNUmber""), 15)",,,,2022-04-21 15:01:44,2022-04-21 15:01:45,0.764s,PASSED
,,,,,,,
Test Cases/testing/Whats Your phone number,,,,2022-04-21 15:01:45,2022-04-21 15:01:56,11.141s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/YOUR DEETS label text""), 15)",,,,2022-04-21 15:01:46,2022-04-21 15:01:47,1.313s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/Whats your  phone number label text""), 15)",,,,2022-04-21 15:01:47,2022-04-21 15:01:48,0.601s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/We protect label text""), 15)",,,,2022-04-21 15:01:48,2022-04-21 15:01:48,0.617s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/flag""), 15)",,,,2022-04-21 15:01:48,2022-04-21 15:01:49,0.634s,PASSED
"setText(findTestObject(""Whats Your Phone Number/Enter country name""), ""US"", 15)",,,,2022-04-21 15:01:49,2022-04-21 15:01:51,2.566s,PASSED
"tap(findTestObject(""Whats Your Phone Number/Selected Country""), 15)",,,,2022-04-21 15:01:51,2022-04-21 15:01:53,1.466s,PASSED
"setText(findTestObject(""Whats Your Phone Number/Enter Phone Number""), ""3045082162"", 15)",,,,2022-04-21 15:01:53,2022-04-21 15:01:54,1.405s,PASSED
