Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-16 17:58:53,2022-09-16 18:03:34,4m - 40.535s,ERROR
,,,,,,,
Test Cases/testing/intro 1,,,,2022-09-16 17:58:54,2022-09-16 17:59:18,24.662s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-16 17:58:54,2022-09-16 17:59:10,15.342s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 17:59:10,2022-09-16 17:59:18,8.620s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-09-16 17:59:18,2022-09-16 17:59:20,2.144s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 17:59:19,2022-09-16 17:59:20,1.658s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-09-16 17:59:20,2022-09-16 17:59:23,2.463s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 17:59:21,2022-09-16 17:59:23,2.072s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-09-16 17:59:23,2022-09-16 17:59:25,1.699s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 17:59:23,2022-09-16 17:59:25,1.385s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-09-16 17:59:25,2022-09-16 17:59:36,11.691s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 17:59:25,2022-09-16 17:59:36,11.037s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-09-16 17:59:36,2022-09-16 18:00:24,47.377s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 17:59:37,2022-09-16 18:00:24,46.864s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-16 18:00:24,2022-09-16 18:00:30,5.978s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 18:00:24,2022-09-16 18:00:30,5.274s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-16 18:00:30,2022-09-16 18:00:31,1.728s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-16 18:00:30,2022-09-16 18:00:31,1.337s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-16 18:01:12,2022-09-16 18:01:16,4.259s,ERROR
"if (waitForElementPresent(back, 30))",,,,2022-09-16 18:01:12,2022-09-16 18:01:16,3.998s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-16 18:01:16,2022-09-16 18:01:26,10.252s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 18:01:17,2022-09-16 18:01:26,9.723s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-16 18:01:26,2022-09-16 18:01:32,5.910s,PASSED
try,,,,2022-09-16 18:01:27,2022-09-16 18:01:30,2.996s,PASSED
catch (Exception e),,,,2022-09-16 18:01:30,2022-09-16 18:01:30,0.014s,PASSED
Finally,,,,2022-09-16 18:01:30,2022-09-16 18:01:32,2.029s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-16 18:03:04,2022-09-16 18:03:34,30.308s,FAILED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 18:03:04,2022-09-16 18:03:34,30.061s,PASSED
else,,,,2022-09-16 18:03:34,2022-09-16 18:03:34,0.001s,FAILED
