Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-07-21 17:07:05,2022-07-21 17:14:06,7m - 1.411s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-07-21 17:07:07,2022-07-21 17:07:07,0.301s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-07-21 17:07:07,2022-07-21 17:07:07,0.005s,FAILED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-07-21 17:07:08,2022-07-21 17:07:09,0.311s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-07-21 17:07:09,2022-07-21 17:07:09,0.003s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-07-21 17:07:10,2022-07-21 17:07:10,0.197s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-07-21 17:07:10,2022-07-21 17:07:10,0.002s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-07-21 17:07:11,2022-07-21 17:07:11,0.129s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-07-21 17:07:11,2022-07-21 17:07:11,0.003s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:07:13,2022-07-21 17:07:13,0.449s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:07:13,2022-07-21 17:07:13,0.002s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:07:14,2022-07-21 17:07:15,0.369s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:07:15,2022-07-21 17:07:15,0.004s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:07:16,2022-07-21 17:07:16,0.374s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:07:16,2022-07-21 17:07:16,0.002s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:07:18,2022-07-21 17:07:18,0.438s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:07:18,2022-07-21 17:07:18,0.002s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-07-21 17:07:19,2022-07-21 17:07:19,0.178s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-07-21 17:07:19,2022-07-21 17:07:19,0.002s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-07-21 17:07:21,2022-07-21 17:08:16,55.413s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-07-21 17:07:21,2022-07-21 17:07:21,0.002s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-07-21 17:08:17,2022-07-21 17:08:17,0.144s,FAILED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-07-21 17:08:17,2022-07-21 17:08:17,0.002s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-07-21 17:08:18,2022-07-21 17:08:18,0.237s,FAILED
"if (waitForElementPresent(back, 30))",,,,2022-07-21 17:08:18,2022-07-21 17:08:18,0.002s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-07-21 17:08:19,2022-07-21 17:08:20,0.430s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:08:20,2022-07-21 17:08:20,0.003s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-07-21 17:08:21,2022-07-21 17:08:21,0.210s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:08:21,2022-07-21 17:08:21,0.002s,PASSED
,,,,,,,
