Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-04-21 13:22:51,2022-04-21 13:34:11,11m - 19.505s,FAILED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-04-21 13:22:52,2022-04-21 13:23:28,36.671s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-04-21 13:22:53,2022-04-21 13:23:17,24.425s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/SPOT""), 15)",,,,2022-04-21 13:23:17,2022-04-21 13:23:24,7.253s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/heart icon""), 15)",,,,2022-04-21 13:23:24,2022-04-21 13:23:25,0.681s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/LOVE label text""), 15)",,,,2022-04-21 13:23:25,2022-04-21 13:23:26,0.668s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/AT FIRST SIGHT label text""), 15)",,,,2022-04-21 13:23:26,2022-04-21 13:23:26,0.700s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/Privacy Policy label text""), 15)",,,,2022-04-21 13:23:26,2022-04-21 13:23:27,0.641s,PASSED
"checkElement(findTestObject(""Use Phone Number Screen/MATCHMAKERS label text""), 15)",,,,2022-04-21 13:23:27,2022-04-21 13:23:28,0.651s,PASSED
"tap(findTestObject(""Use Phone Number Screen/usePhoneNUmber""), 15)",,,,2022-04-21 13:23:28,2022-04-21 13:23:28,0.834s,PASSED
,,,,,,,
Test Cases/testing/Whats Your phone number,,,,2022-04-21 13:23:28,2022-04-21 13:23:40,11.433s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/YOUR DEETS label text""), 15)",,,,2022-04-21 13:23:29,2022-04-21 13:23:30,1.331s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/Whats your  phone number label text""), 15)",,,,2022-04-21 13:23:30,2022-04-21 13:23:31,0.667s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/We protect label text""), 15)",,,,2022-04-21 13:23:31,2022-04-21 13:23:32,0.619s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/flag""), 15)",,,,2022-04-21 13:23:32,2022-04-21 13:23:32,0.648s,PASSED
"setText(findTestObject(""Whats Your Phone Number/Enter country name""), ""US"", 15)",,,,2022-04-21 13:23:32,2022-04-21 13:23:34,2.130s,PASSED
"tap(findTestObject(""Whats Your Phone Number/Selected Country""), 15)",,,,2022-04-21 13:23:34,2022-04-21 13:23:36,1.450s,PASSED
"setText(findTestObject(""Whats Your Phone Number/Enter Phone Number""), ""7867431411"", 15)",,,,2022-04-21 13:23:36,2022-04-21 13:23:38,1.932s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/We never share label text""), 15)",,,,2022-04-21 13:23:38,2022-04-21 13:23:39,0.903s,PASSED
"checkElement(findTestObject(""Whats Your Phone Number/black lock icon""), 15)",,,,2022-04-21 13:23:39,2022-04-21 13:23:39,0.571s,PASSED
"tap(findTestObject(""Whats Your Phone Number/Whats your phone forward (button)""), 15)",,,,2022-04-21 13:23:39,2022-04-21 13:23:40,0.597s,PASSED
,,,,,,,
Test Cases/testing/Verify phone Number,,,,2022-04-21 13:23:40,2022-04-21 13:24:36,55.943s,PASSED
"checkElement(findTestObject(""Verify Your Number/YOUR DEETS label text""), 15)",,,,2022-04-21 13:23:40,2022-04-21 13:23:41,0.555s,PASSED
"checkElement(findTestObject(""Verify Your Number/Verify your number label text""), 60)",,,,2022-04-21 13:23:41,2022-04-21 13:24:36,54.835s,PASSED
,,,,,,,
Test Cases/testing/Create spotLove account,,,,2022-04-21 13:24:36,2022-04-21 13:25:02,25.868s,PASSED
"checkElement(findTestObject(""Account Creation/Youre verified""), 30)",,,,2022-04-21 13:24:36,2022-04-21 13:25:01,24.739s,PASSED
"checkElement(findTestObject(""Account Creation/create spot lve acc""), 15)",,,,2022-04-21 13:25:01,2022-04-21 13:25:02,0.477s,PASSED
,,,,,,,
Test Cases/testing/Email verification,,,,2022-04-21 13:25:02,2022-04-21 13:25:06,4.722s,PASSED
