Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-16 21:11:32,2022-09-16 21:13:58,2m - 26.127s,ERROR
,,,,,,,
Test Cases/testing/intro 1,,,,2022-09-16 21:11:32,2022-09-16 21:11:56,23.746s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-16 21:11:33,2022-09-16 21:11:47,14.596s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 21:11:47,2022-09-16 21:11:56,8.481s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-09-16 21:11:56,2022-09-16 21:11:58,2.115s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 21:11:56,2022-09-16 21:11:58,1.615s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-09-16 21:11:58,2022-09-16 21:12:01,2.674s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 21:11:58,2022-09-16 21:12:01,2.251s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-09-16 21:12:01,2022-09-16 21:12:02,1.701s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 21:12:01,2022-09-16 21:12:02,1.332s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-09-16 21:12:02,2022-09-16 21:12:13,10.849s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:12:03,2022-09-16 21:12:13,10.166s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-09-16 21:12:13,2022-09-16 21:13:07,53.577s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 21:12:14,2022-09-16 21:13:07,53.045s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-16 21:13:07,2022-09-16 21:13:12,5.465s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 21:13:07,2022-09-16 21:13:12,4.685s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-16 21:13:12,2022-09-16 21:13:14,1.743s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-16 21:13:12,2022-09-16 21:13:14,1.403s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-16 21:13:14,2022-09-16 21:13:20,6.083s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 21:13:14,2022-09-16 21:13:20,5.603s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-16 21:13:20,2022-09-16 21:13:31,10.606s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:13:20,2022-09-16 21:13:31,10.108s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-16 21:13:31,2022-09-16 21:13:36,5.431s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:13:31,2022-09-16 21:13:36,4.958s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-16 21:13:36,2022-09-16 21:13:42,6.316s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 21:13:36,2022-09-16 21:13:42,5.864s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-16 21:13:42,2022-09-16 21:13:45,2.416s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:13:43,2022-09-16 21:13:45,2.100s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 21:13:49,2022-09-16 21:13:50,1.111s,ERROR
androidDriver = getDriver(),,,,2022-09-16 21:13:50,2022-09-16 21:13:50,0.000s,PASSED
driver = getDriver(),,,,2022-09-16 21:13:50,2022-09-16 21:13:50,0.001s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 21:13:50,2022-09-16 21:13:50,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:13:50,2022-09-16 21:13:50,0.515s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 21:13:53,2022-09-16 21:13:54,0.998s,ERROR
androidDriver = getDriver(),,,,2022-09-16 21:13:53,2022-09-16 21:13:53,0.001s,PASSED
driver = getDriver(),,,,2022-09-16 21:13:53,2022-09-16 21:13:53,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 21:13:53,2022-09-16 21:13:53,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:13:53,2022-09-16 21:13:54,0.571s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 21:13:57,2022-09-16 21:13:58,0.929s,ERROR
androidDriver = getDriver(),,,,2022-09-16 21:13:57,2022-09-16 21:13:57,0.000s,PASSED
driver = getDriver(),,,,2022-09-16 21:13:57,2022-09-16 21:13:57,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 21:13:57,2022-09-16 21:13:57,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 21:13:57,2022-09-16 21:13:58,0.526s,PASSED
