Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-20 17:16:02,2022-09-20 17:18:22,2m - 20.063s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-20 17:16:02,2022-09-20 17:16:39,36.164s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-20 17:16:04,2022-09-20 17:16:26,22.875s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-20 17:16:26,2022-09-20 17:16:39,12.074s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-20 17:16:39,2022-09-20 17:16:43,3.958s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-20 17:16:39,2022-09-20 17:16:43,3.306s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-20 17:16:43,2022-09-20 17:16:54,11.945s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-20 17:16:43,2022-09-20 17:16:54,11.455s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-20 17:16:54,2022-09-20 17:17:09,14.972s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:16:55,2022-09-20 17:17:09,14.403s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-20 17:17:09,2022-09-20 17:17:13,3.844s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:10,2022-09-20 17:17:13,3.226s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-20 17:17:13,2022-09-20 17:17:17,4.153s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-20 17:17:14,2022-09-20 17:17:17,3.505s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-20 17:17:17,2022-09-20 17:17:23,5.022s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:18,2022-09-20 17:17:23,4.683s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity,,,,2022-09-20 17:17:23,2022-09-20 17:17:29,6.037s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:23,2022-09-20 17:17:29,5.221s,PASSED
,,,,,,,
Test Cases/testing/Religion,,,,2022-09-20 17:17:29,2022-09-20 17:17:34,5.897s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:29,2022-09-20 17:17:34,5.068s,PASSED
,,,,,,,
Test Cases/testing/Relationship,,,,2022-09-20 17:17:34,2022-09-20 17:17:41,6.077s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:35,2022-09-20 17:17:41,5.457s,PASSED
,,,,,,,
Test Cases/testing/Family Plan,,,,2022-09-20 17:17:41,2022-09-20 17:17:50,9.704s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:41,2022-09-20 17:17:50,8.986s,PASSED
,,,,,,,
Test Cases/testing/Education,,,,2022-09-20 17:17:50,2022-09-20 17:17:56,5.281s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:51,2022-09-20 17:17:56,4.811s,PASSED
,,,,,,,
Test Cases/testing/Vices,,,,2022-09-20 17:17:56,2022-09-20 17:18:13,17.668s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:17:56,2022-09-20 17:18:13,17.176s,PASSED
,,,,,,,
Test Cases/testing/Politices,,,,2022-09-20 17:18:13,2022-09-20 17:18:22,8.903s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-20 17:18:14,2022-09-20 17:18:22,8.474s,PASSED
