Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-16 20:55:34,2022-09-16 20:58:06,2m - 32.590s,ERROR
,,,,,,,
Test Cases/testing/intro 1,,,,2022-09-16 20:55:34,2022-09-16 20:55:58,24.196s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-16 20:55:35,2022-09-16 20:55:50,15.341s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 20:55:50,2022-09-16 20:55:58,8.199s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-09-16 20:55:58,2022-09-16 20:56:01,2.659s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 20:55:59,2022-09-16 20:56:01,2.117s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-09-16 20:56:01,2022-09-16 20:56:03,2.096s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 20:56:01,2022-09-16 20:56:03,1.688s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-09-16 20:56:03,2022-09-16 20:56:05,1.654s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 20:56:03,2022-09-16 20:56:05,1.344s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-09-16 20:56:05,2022-09-16 20:56:16,11.086s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:56:05,2022-09-16 20:56:16,10.454s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-09-16 20:56:16,2022-09-16 20:57:05,49.527s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 20:56:16,2022-09-16 20:57:05,48.974s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-16 20:57:05,2022-09-16 20:57:12,6.408s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 20:57:06,2022-09-16 20:57:12,5.652s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-16 20:57:12,2022-09-16 20:57:13,1.677s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-16 20:57:12,2022-09-16 20:57:13,1.339s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-16 20:57:17,2022-09-16 20:57:21,3.684s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 20:57:17,2022-09-16 20:57:21,3.443s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-16 20:57:21,2022-09-16 20:57:31,10.675s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:57:21,2022-09-16 20:57:31,10.114s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-16 20:57:31,2022-09-16 20:57:37,5.515s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:57:32,2022-09-16 20:57:37,5.024s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-16 20:57:37,2022-09-16 20:57:43,6.360s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 20:57:37,2022-09-16 20:57:43,5.907s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-16 20:57:43,2022-09-16 20:57:45,2.349s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:57:43,2022-09-16 20:57:45,2.030s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 20:57:50,2022-09-16 20:57:51,1.132s,ERROR
androidDriver = getDriver(),,,,2022-09-16 20:57:50,2022-09-16 20:57:50,0.000s,PASSED
driver = getDriver(),,,,2022-09-16 20:57:50,2022-09-16 20:57:50,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 20:57:50,2022-09-16 20:57:50,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:57:50,2022-09-16 20:57:51,0.664s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 20:57:55,2022-09-16 20:57:56,1.093s,ERROR
androidDriver = getDriver(),,,,2022-09-16 20:57:55,2022-09-16 20:57:55,0.000s,PASSED
driver = getDriver(),,,,2022-09-16 20:57:55,2022-09-16 20:57:55,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 20:57:55,2022-09-16 20:57:55,0.001s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:57:55,2022-09-16 20:57:56,0.669s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 20:58:05,2022-09-16 20:58:06,1.092s,ERROR
androidDriver = getDriver(),,,,2022-09-16 20:58:06,2022-09-16 20:58:06,0.001s,PASSED
driver = getDriver(),,,,2022-09-16 20:58:06,2022-09-16 20:58:06,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 20:58:06,2022-09-16 20:58:06,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:58:06,2022-09-16 20:58:06,0.647s,PASSED
