Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Updated Regression,,,,2023-02-07 16:09:49,2023-02-07 16:10:49,1m - 0.090s,FAILED
,,,,,,,
Test Cases/Regression/LookUps/SL-07 Welcome To SpotLove,,,,2023-02-07 16:09:49,2023-02-07 16:10:16,26.298s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-07 16:09:50,2023-02-07 16:09:50,0.013s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2023-02-07 16:09:51,2023-02-07 16:10:07,15.787s,PASSED
"if (waitForElementPresent(Logo_Spotlove, 10))",,,,2023-02-07 16:10:07,2023-02-07 16:10:16,9.120s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-07 16:10:16,2023-02-07 16:10:16,0.003s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-08 Source Screen,,,,2023-02-07 16:10:16,2023-02-07 16:10:18,2.719s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-07 16:10:16,2023-02-07 16:10:16,0.002s,PASSED
"if (waitForElementPresent(Source_heart, 10))",,,,2023-02-07 16:10:16,2023-02-07 16:10:18,2.159s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-07 16:10:18,2023-02-07 16:10:18,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-09 First Name,,,,2023-02-07 16:10:18,2023-02-07 16:10:49,30.812s,FAILED
Start listener action : sampleBeforeTestCase,,,,2023-02-07 16:10:19,2023-02-07 16:10:19,0.002s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-07 16:10:19,2023-02-07 16:10:49,30.277s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-07 16:10:49,2023-02-07 16:10:49,0.002s,PASSED
