Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Staging,,,,2022-09-16 20:40:46,2022-09-16 20:43:08,2m - 22.286s,ERROR
,,,,,,,
Test Cases/testing/intro 1,,,,2022-09-16 20:40:46,2022-09-16 20:41:11,24.496s,PASSED
"startExistingApplication(packageID, STOP_ON_FAILURE)",,,,2022-09-16 20:40:47,2022-09-16 20:41:02,15.084s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 20:41:02,2022-09-16 20:41:11,8.742s,PASSED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-09-16 20:41:11,2022-09-16 20:41:13,2.111s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 20:41:11,2022-09-16 20:41:13,1.576s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-09-16 20:41:13,2022-09-16 20:41:16,2.679s,PASSED
"if (waitForElementPresent(hearticon, 30))",,,,2022-09-16 20:41:13,2022-09-16 20:41:16,2.249s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-09-16 20:41:16,2022-09-16 20:41:17,1.665s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 20:41:16,2022-09-16 20:41:17,1.307s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-09-16 20:41:17,2022-09-16 20:41:29,11.458s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:41:18,2022-09-16 20:41:29,10.818s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-09-16 20:41:29,2022-09-16 20:42:17,48.519s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 20:41:29,2022-09-16 20:42:17,47.976s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-09-16 20:42:17,2022-09-16 20:42:22,5.112s,PASSED
"if (waitForElementPresent(logo, 30))",,,,2022-09-16 20:42:18,2022-09-16 20:42:22,4.358s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-09-16 20:42:22,2022-09-16 20:42:24,1.747s,PASSED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-09-16 20:42:23,2022-09-16 20:42:24,1.313s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-09-16 20:42:24,2022-09-16 20:42:30,5.650s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 20:42:25,2022-09-16 20:42:30,5.200s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-09-16 20:42:30,2022-09-16 20:42:40,10.589s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:42:30,2022-09-16 20:42:40,10.080s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-09-16 20:42:40,2022-09-16 20:42:45,5.118s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:42:41,2022-09-16 20:42:45,4.673s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-09-16 20:42:45,2022-09-16 20:42:52,6.370s,PASSED
"if (waitForElementPresent(back, 30))",,,,2022-09-16 20:42:46,2022-09-16 20:42:52,5.871s,PASSED
,,,,,,,
Test Cases/testing/Height Scale,,,,2022-09-16 20:42:52,2022-09-16 20:42:54,2.574s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:42:52,2022-09-16 20:42:54,2.266s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 20:42:59,2022-09-16 20:43:00,1.527s,ERROR
androidDriver = getDriver(),,,,2022-09-16 20:42:59,2022-09-16 20:42:59,0.001s,PASSED
driver = getDriver(),,,,2022-09-16 20:42:59,2022-09-16 20:42:59,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 20:42:59,2022-09-16 20:42:59,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:42:59,2022-09-16 20:43:00,1.068s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 20:43:03,2022-09-16 20:43:04,1.013s,ERROR
androidDriver = getDriver(),,,,2022-09-16 20:43:04,2022-09-16 20:43:04,0.001s,PASSED
driver = getDriver(),,,,2022-09-16 20:43:04,2022-09-16 20:43:04,0.000s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 20:43:04,2022-09-16 20:43:04,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:43:04,2022-09-16 20:43:04,0.557s,PASSED
,,,,,,,
Test Cases/testing/Ethnicity-Test,,,,2022-09-16 20:43:07,2022-09-16 20:43:08,1.034s,ERROR
androidDriver = getDriver(),,,,2022-09-16 20:43:08,2022-09-16 20:43:08,0.000s,PASSED
driver = getDriver(),,,,2022-09-16 20:43:08,2022-09-16 20:43:08,0.001s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2022-09-16 20:43:08,2022-09-16 20:43:08,0.000s,PASSED
"if (waitForElementPresent(Back, 30))",,,,2022-09-16 20:43:08,2022-09-16 20:43:08,0.571s,PASSED
