Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Updated Regression,,,,2023-02-08 16:02:12,2023-02-08 16:06:20,4m - 7.778s,FAILED
,,,,,,,
Test Cases/Regression/LookUps/SL-01 First Intro Screen,,,,2023-02-08 16:02:13,2023-02-08 16:02:37,24.783s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:02:13,2023-02-08 16:02:13,0.011s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2023-02-08 16:02:13,2023-02-08 16:02:29,16.046s,PASSED
"if (waitForElementPresent(logo, 10))",,,,2023-02-08 16:02:29,2023-02-08 16:02:37,7.886s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:02:37,2023-02-08 16:02:37,0.003s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-02 Second Intro Screen,,,,2023-02-08 16:02:37,2023-02-08 16:02:44,6.674s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:02:38,2023-02-08 16:02:38,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:02:38,2023-02-08 16:02:44,6.062s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:02:44,2023-02-08 16:02:44,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-03 Third Intro Screen,,,,2023-02-08 16:02:44,2023-02-08 16:02:50,6.424s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:02:44,2023-02-08 16:02:44,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:02:45,2023-02-08 16:02:50,5.814s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:02:50,2023-02-08 16:02:50,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-04 Sign In Selection,,,,2023-02-08 16:02:50,2023-02-08 16:02:53,2.686s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:02:51,2023-02-08 16:02:51,0.003s,PASSED
"if (waitForElementPresent(First_lbl_text, 10))",,,,2023-02-08 16:02:51,2023-02-08 16:02:53,2.331s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:02:53,2023-02-08 16:02:53,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-05 Phone Number Enter Screen,,,,2023-02-08 16:02:53,2023-02-08 16:03:20,26.720s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:02:53,2023-02-08 16:02:53,0.001s,PASSED
"if (waitForElementPresent(spotlove_logo, 10))",,,,2023-02-08 16:02:54,2023-02-08 16:03:20,26.212s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:03:20,2023-02-08 16:03:20,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-06 OTP Screen,,,,2023-02-08 16:03:20,2023-02-08 16:03:42,21.647s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:03:20,2023-02-08 16:03:20,0.001s,PASSED
"if (waitForElementPresent(spotlove_logo, 10))",,,,2023-02-08 16:03:20,2023-02-08 16:03:42,21.123s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:03:42,2023-02-08 16:03:42,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-07 Welcome To SpotLove,,,,2023-02-08 16:03:42,2023-02-08 16:03:48,6.979s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:03:42,2023-02-08 16:03:42,0.001s,PASSED
"if (waitForElementPresent(Logo_Spotlove, 10))",,,,2023-02-08 16:03:43,2023-02-08 16:03:48,5.875s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:03:48,2023-02-08 16:03:48,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-08 Source Screen,,,,2023-02-08 16:03:48,2023-02-08 16:03:51,2.793s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:03:49,2023-02-08 16:03:49,0.001s,PASSED
"if (waitForElementPresent(Source_heart, 10))",,,,2023-02-08 16:03:49,2023-02-08 16:03:51,2.398s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:03:51,2023-02-08 16:03:51,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-09 First Name,,,,2023-02-08 16:03:51,2023-02-08 16:04:14,23.042s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:03:52,2023-02-08 16:03:52,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:03:52,2023-02-08 16:04:14,22.492s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:04:14,2023-02-08 16:04:14,0.004s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-10 Birth date,,,,2023-02-08 16:04:14,2023-02-08 16:04:48,33.401s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:04:16,2023-02-08 16:04:16,0.002s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:04:16,2023-02-08 16:04:48,31.871s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:04:48,2023-02-08 16:04:48,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-11 Gender Screen,,,,2023-02-08 16:04:48,2023-02-08 16:05:15,27.103s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:04:48,2023-02-08 16:04:48,0.002s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:04:48,2023-02-08 16:05:15,26.387s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:05:15,2023-02-08 16:05:15,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-12 Sexual Orientation,,,,2023-02-08 16:05:15,2023-02-08 16:05:40,25.145s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:05:15,2023-02-08 16:05:15,0.002s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:05:15,2023-02-08 16:05:40,24.624s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:05:40,2023-02-08 16:05:40,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-13 Height Screen,,,,2023-02-08 16:05:40,2023-02-08 16:05:56,16.344s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:05:40,2023-02-08 16:05:40,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:05:40,2023-02-08 16:05:56,15.936s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:05:56,2023-02-08 16:05:56,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-14 Ethnicity,,,,2023-02-08 16:05:56,2023-02-08 16:06:16,19.878s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:05:57,2023-02-08 16:05:57,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:05:57,2023-02-08 16:06:16,19.482s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:06:16,2023-02-08 16:06:16,0.001s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-15 Religion,,,,2023-02-08 16:06:16,2023-02-08 16:06:20,3.866s,FAILED
Start listener action : sampleBeforeTestCase,,,,2023-02-08 16:06:17,2023-02-08 16:06:17,0.000s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-08 16:06:17,2023-02-08 16:06:20,3.391s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-08 16:06:20,2023-02-08 16:06:20,0.002s,PASSED
