Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,,,,2022-12-01 15:59:59,2022-12-01 16:01:10,1m - 11.302s,ERROR
,,,,,,,
Test Cases/Smoke/TC_001,,,,2022-12-01 15:59:59,2022-12-01 16:00:35,36.162s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-12-01 16:00:00,2022-12-01 16:00:15,15.222s,PASSED
"check_image = findTestObject(""Object Repository/Smoke/Verify Login Sign Up/Intro screen image"")",,,,2022-12-01 16:00:15,2022-12-01 16:00:15,0.038s,PASSED
"if (waitForElementPresent(check_image, 10))",,,,2022-12-01 16:00:15,2022-12-01 16:00:25,10.097s,PASSED
else,,,,2022-12-01 16:00:25,2022-12-01 16:00:35,10.373s,PASSED
,,,,,,,
Test Cases/Smoke/TC_002 Onboard,,,,2022-12-01 16:00:35,2022-12-01 16:01:10,34.735s,ERROR
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap on I agree button""), null, STOP_ON_FAILURE)",,,,2022-12-01 16:00:36,2022-12-01 16:00:37,0.822s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue btn on source screen""), null, STOP_ON_FAILURE)",,,,2022-12-01 16:00:37,2022-12-01 16:00:38,1.580s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Enter First Name and continue""), [""FName"":FName], STOP_ON_FAILURE)",,,,2022-12-01 16:00:38,2022-12-01 16:00:41,3.049s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue button on birth screen""), null, STOP_ON_FAILURE)",,,,2022-12-01 16:00:41,2022-12-01 16:00:49,8.117s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap Continue on Gender Screen""), [""Gender"":Gender], STOP_ON_FAILURE)",,,,2022-12-01 16:00:49,2022-12-01 16:00:52,2.268s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap continue on Into Screen""), [""Into"":Into], STOP_ON_FAILURE)",,,,2022-12-01 16:00:52,2022-12-01 16:00:54,2.677s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue btn n Height screen""), null, STOP_ON_FAILURE)",,,,2022-12-01 16:00:54,2022-12-01 16:00:56,2.232s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Ethnicity Screen""), [""Ethnicity"":Ethnicity], STOP_ON_FAILURE)",,,,2022-12-01 16:00:56,2022-12-01 16:00:59,2.774s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Religion Screen""), [""Religion"":Religion], STOP_ON_FAILURE)",,,,2022-12-01 16:00:59,2022-12-01 16:01:03,3.701s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to continue on Relationship Screen""), [""Relationship"":Relationship], STOP_ON_FAILURE)",,,,2022-12-01 16:01:03,2022-12-01 16:01:05,2.412s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Family Plan""), [""Children"":Children, ""Plan"":Plan], STOP_ON_FAILURE)",,,,2022-12-01 16:01:05,2022-12-01 16:01:08,2.854s,PASSED
"callTestCase(findTestCase(""Test Cases/Smoke/LookUp For Onboard/Tap to Continue on Education Screen""), [""Education"":Education], STOP_ON_FAILURE)",,,,2022-12-01 16:01:08,2022-12-01 16:01:10,1.893s,ERROR
