Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Updated Regression,,,,2023-02-07 16:12:43,2023-02-07 16:13:14,31.141s,FAILED
,,,,,,,
Test Cases/Regression/LookUps/SL-07 Welcome To SpotLove,,,,2023-02-07 16:12:43,2023-02-07 16:13:08,24.587s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-07 16:12:44,2023-02-07 16:12:44,0.011s,PASSED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2023-02-07 16:12:44,2023-02-07 16:12:59,14.496s,PASSED
"if (waitForElementPresent(Logo_Spotlove, 10))",,,,2023-02-07 16:12:59,2023-02-07 16:13:08,8.949s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-07 16:13:08,2023-02-07 16:13:08,0.003s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-08 Source Screen,,,,2023-02-07 16:13:08,2023-02-07 16:13:11,3.179s,PASSED
Start listener action : sampleBeforeTestCase,,,,2023-02-07 16:13:08,2023-02-07 16:13:08,0.001s,PASSED
"if (waitForElementPresent(Source_heart, 10))",,,,2023-02-07 16:13:08,2023-02-07 16:13:11,2.682s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-07 16:13:11,2023-02-07 16:13:11,0.002s,PASSED
,,,,,,,
Test Cases/Regression/LookUps/SL-09 First Name,,,,2023-02-07 16:13:11,2023-02-07 16:13:14,3.130s,FAILED
Start listener action : sampleBeforeTestCase,,,,2023-02-07 16:13:11,2023-02-07 16:13:11,0.001s,PASSED
"if (waitForElementPresent(btn_back, 10))",,,,2023-02-07 16:13:12,2023-02-07 16:13:14,2.612s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-02-07 16:13:14,2023-02-07 16:13:14,0.002s,PASSED
