Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SpotLove Sanity,,,,2022-07-21 17:33:01,2022-07-21 17:45:12,12m - 11.134s,FAILED
,,,,,,,
Test Cases/testing/intro 1,,,,2022-07-21 17:33:03,2022-07-21 17:33:03,0.289s,FAILED
"startExistingApplication(""com.spotlove.releaseproduction"", STOP_ON_FAILURE)",,,,2022-07-21 17:33:03,2022-07-21 17:33:03,0.009s,FAILED
,,,,,,,
Test Cases/testing/intro 2,,,,2022-07-21 17:33:05,2022-07-21 17:33:05,0.205s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-07-21 17:33:05,2022-07-21 17:33:05,0.002s,PASSED
,,,,,,,
Test Cases/testing/intro 3,,,,2022-07-21 17:33:06,2022-07-21 17:33:06,0.218s,FAILED
"if (waitForElementPresent(hearticon, 30))",,,,2022-07-21 17:33:06,2022-07-21 17:33:06,0.003s,PASSED
,,,,,,,
Test Cases/testing/Use Phone Number screen,,,,2022-07-21 17:33:07,2022-07-21 17:33:07,0.129s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-07-21 17:33:07,2022-07-21 17:33:07,0.002s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:33:09,2022-07-21 17:33:09,0.498s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:33:09,2022-07-21 17:33:09,0.003s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:33:11,2022-07-21 17:33:12,0.766s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:33:12,2022-07-21 17:33:12,0.003s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:33:14,2022-07-21 17:33:14,0.631s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:33:14,2022-07-21 17:33:14,0.002s,PASSED
,,,,,,,
Test Cases/testing/Enter Phone Number,,,,2022-07-21 17:33:16,2022-07-21 17:33:16,0.408s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:33:16,2022-07-21 17:33:16,0.002s,PASSED
,,,,,,,
Test Cases/testing/OTP,,,,2022-07-21 17:33:17,2022-07-21 17:33:17,0.194s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-07-21 17:33:17,2022-07-21 17:33:17,0.002s,PASSED
,,,,,,,
Test Cases/testing/Welcome OnBoarding,,,,2022-07-21 17:33:20,2022-07-21 17:34:05,45.376s,FAILED
"if (waitForElementPresent(logo, 30))",,,,2022-07-21 17:33:20,2022-07-21 17:33:20,0.002s,PASSED
,,,,,,,
Test Cases/testing/Referral Screen,,,,2022-07-21 17:34:06,2022-07-21 17:34:06,0.161s,FAILED
"if (waitForElementPresent(Heart_Icon, 30))",,,,2022-07-21 17:34:06,2022-07-21 17:34:06,0.002s,PASSED
,,,,,,,
Test Cases/testing/First Name,,,,2022-07-21 17:34:07,2022-07-21 17:34:07,0.221s,FAILED
"if (waitForElementPresent(back, 30))",,,,2022-07-21 17:34:07,2022-07-21 17:34:07,0.002s,PASSED
,,,,,,,
Test Cases/testing/Birthday,,,,2022-07-21 17:34:08,2022-07-21 17:34:08,0.289s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:34:08,2022-07-21 17:34:08,0.002s,PASSED
,,,,,,,
Test Cases/testing/Identifications,,,,2022-07-21 17:34:09,2022-07-21 17:34:09,0.226s,FAILED
"if (waitForElementPresent(Back, 30))",,,,2022-07-21 17:34:09,2022-07-21 17:34:09,0.002s,PASSED
,,,,,,,
Test Cases/testing/Into,,,,2022-07-21 17:35:06,2022-07-21 17:35:06,0.268s,FAILED
